Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations
2025,6,Middle East,Model X,16710,16947,74279.99,82,452,1132.94,Estimated (Region),5236
2019,9,North America,Model S,3820,4316,96848.78,120,686,393.08,Interpolated (Month),8854
2022,11,Asia,Model 3,8418,8979,119965.36,60,355,448.26,Estimated (Region),13721
2017,4,Europe,Cybertruck,16044,16841,109852.11,60,336,808.62,Official (Quarter),3853
2015,8,Middle East,Model 3,13292,13982,74286.72,120,704,1403.64,Interpolated (Month),8426
2016,9,Middle East,Cybertruck,10761,11978,106343.47,120,661,1066.95,Interpolated (Month),14553
2018,11,North America,Model X,10138,11349,101762.85,100,582,885.05,Interpolated (Month),4869
2022,8,Asia,Model 3,15457,17551,57306.0,100,599,1388.81,Estimated (Region),13322
2016,12,Middle East,Model X,11142,11477,57648.49,75,444,742.06,Estimated (Region),8269
2022,6,Asia,Model X,8196,8771,54961.02,120,695,854.43,Estimated (Region),6172
2022,8,Middle East,Cybertruck,11575,12476,89388.21,100,597,1036.54,Official (Quarter),5346
2021,5,North America,Model Y,7656,8483,98109.81,120,665,763.69,Estimated (Region),14070
2021,2,Asia,Model 3,9838,11170,59780.44,82,454,669.97,Estimated (Region),8094
2017,4,Asia,Model Y,11278,11278,79159.61,100,576,974.42,Official (Quarter),3655
2020,1,North America,Model X,4111,4435,106615.96,120,681,419.94,Interpolated (Month),9291
2016,8,Asia,Model S,11746,12560,78823.59,120,699,1231.57,Official (Quarter),9545
2017,5,Middle East,Model Y,8560,9524,57096.1,100,563,722.89,Estimated (Region),6315
2025,3,Europe,Model X,10895,11081,55876.62,100,566,924.99,Official (Quarter),6730
2022,8,Asia,Model Y,10678,11302,101912.21,60,341,546.18,Estimated (Region),6963
2024,12,Middle East,Model X,6862,7366,52020.05,60,331,340.7,Official (Quarter),9455
2021,10,Middle East,Cybertruck,11296,11690,116526.58,100,597,1011.56,Estimated (Region),4172
2018,6,North America,Model S,6735,7306,113561.3,120,683,690.0,Interpolated (Month),6555
2025,7,Europe,Model X,15335,16038,82171.09,60,335,770.58,Estimated (Region),10636
2019,3,Europe,Model 3,8810,9203,104603.37,120,688,909.19,Estimated (Region),5729
2020,3,Europe,Model Y,9263,9727,86528.16,100,579,804.49,Interpolated (Month),3101
2022,8,Europe,Model S,5485,5710,88332.84,75,417,343.09,Official (Quarter),4607
2017,10,North America,Cybertruck,16216,18254,106196.77,100,598,1454.58,Interpolated (Month),9431
2024,10,North America,Model X,6997,7194,85034.64,75,442,463.9,Interpolated (Month),4801
2015,8,North America,Model X,4085,4170,105581.76,60,348,213.24,Estimated (Region),9401
2025,1,Asia,Model Y,7834,8611,88530.13,75,417,490.02,Interpolated (Month),4352
2023,6,Middle East,Model S,10779,11077,81015.32,75,418,675.84,Interpolated (Month),14784
2016,10,North America,Model 3,14343,15856,87848.89,82,454,976.76,Official (Quarter),5902
2021,12,North America,Model S,4600,4845,69887.29,100,558,385.02,Official (Quarter),11919
2018,4,Middle East,Cybertruck,48,50,71402.08,75,427,3.07,Interpolated (Month),11070
2023,9,Middle East,Model S,15520,17556,114685.45,100,583,1357.22,Interpolated (Month),14175
2017,7,Middle East,Model S,6325,7006,101268.07,60,345,327.32,Estimated (Region),4936
2020,6,Middle East,Model Y,4600,5244,53392.5,82,459,316.71,Official (Quarter),9790
2016,3,Middle East,Model S,8282,8565,64843.14,100,580,720.53,Interpolated (Month),7932
2016,9,North America,Model 3,8385,8938,93070.86,100,554,696.79,Interpolated (Month),13588
2015,5,Europe,Model Y,10896,11016,88769.8,82,490,800.86,Official (Quarter),9277
2024,1,Europe,Model S,15476,16004,63954.51,100,571,1325.52,Interpolated (Month),12065
2025,10,Middle East,Model Y,11160,11647,105604.66,60,344,575.86,Estimated (Region),3477
2015,7,Asia,Model 3,10192,10427,83679.81,120,691,1056.4,Estimated (Region),3621
2022,4,Asia,Cybertruck,10731,11587,68646.43,100,594,956.13,Estimated (Region),14128
2022,4,North America,Model X,9951,10203,58829.51,75,447,667.21,Estimated (Region),10259
2022,10,North America,Model S,9010,9866,103262.4,120,719,971.73,Official (Quarter),5165
2020,11,North America,Model X,11180,12361,81769.26,100,577,967.63,Interpolated (Month),13195
2024,1,Asia,Cybertruck,8253,8377,97159.82,100,550,680.87,Interpolated (Month),8703
2024,7,Asia,Model Y,13962,15770,72613.05,75,429,898.45,Estimated (Region),7980
2019,12,Europe,Model Y,7926,8613,113793.93,60,346,411.36,Interpolated (Month),5093
2018,1,North America,Cybertruck,5479,5576,118639.78,120,672,552.28,Official (Quarter),3806
2020,6,Asia,Cybertruck,6915,7153,63970.01,100,551,571.52,Estimated (Region),10720
2023,3,Asia,Model S,9433,10123,114919.6,60,345,488.16,Official (Quarter),8851
2016,2,Europe,Cybertruck,10207,10691,85506.44,60,331,506.78,Official (Quarter),4780
2023,4,Europe,Model S,4669,4895,108706.0,82,455,318.66,Estimated (Region),13052
2024,2,Asia,Model S,4948,4979,91876.64,75,444,329.54,Estimated (Region),7578
2020,9,Asia,Model X,6195,6676,57882.65,60,358,332.67,Official (Quarter),5202
2025,3,Middle East,Model S,11610,12377,86361.69,120,697,1213.83,Official (Quarter),12608
2018,10,Middle East,Model X,6459,7254,88124.16,120,664,643.32,Interpolated (Month),14465
2022,7,Europe,Cybertruck,7998,9144,65031.46,82,472,566.26,Interpolated (Month),11832
2020,6,Middle East,Cybertruck,17072,18648,52769.03,60,342,875.79,Official (Quarter),10789
2025,9,North America,Model Y,6453,6570,115098.93,120,693,670.79,Estimated (Region),12556
2025,7,Asia,Model 3,10582,10871,71787.17,120,690,1095.24,Official (Quarter),13356
2017,6,Europe,Model X,6329,6475,116131.54,60,352,334.17,Estimated (Region),13595
2022,5,Middle East,Model 3,14152,15088,100153.34,75,426,904.31,Interpolated (Month),5535
2025,12,Asia,Model S,12747,12885,111312.0,75,432,826.01,Official (Quarter),7899
2016,7,Middle East,Model S,2926,3309,108935.35,120,671,294.5,Interpolated (Month),12631
2016,5,Asia,Model Y,12317,12498,84176.88,82,457,844.33,Interpolated (Month),6896
2023,4,Middle East,Model X,14231,15537,61658.19,75,432,922.17,Interpolated (Month),10081
2025,5,North America,Cybertruck,6900,7400,99130.37,75,421,435.73,Estimated (Region),3049
2021,9,North America,Cybertruck,11529,11639,110370.39,120,717,1239.94,Interpolated (Month),5960
2019,8,Middle East,Model Y,8185,9083,66311.33,120,708,869.25,Interpolated (Month),10061
2023,4,Asia,Cybertruck,7925,8275,53501.32,100,574,682.34,Interpolated (Month),7265
2021,1,North America,Model X,12743,13026,102241.97,120,660,1261.56,Interpolated (Month),5023
2022,3,Europe,Cybertruck,6899,7132,92851.11,60,342,353.92,Estimated (Region),3852
2018,10,Asia,Model S,6098,6104,78243.67,60,337,308.25,Estimated (Region),12826
2018,3,Middle East,Model 3,6190,6900,67711.84,60,355,329.62,Official (Quarter),4234
2023,8,Middle East,Model X,9332,10184,69243.58,100,585,818.88,Official (Quarter),10138
2016,5,Europe,Model Y,215,219,112062.3,60,343,11.06,Official (Quarter),5335
2024,4,North America,Model 3,14808,15555,60113.3,60,336,746.32,Official (Quarter),13865
2020,8,North America,Model X,9309,10327,51423.88,60,336,469.17,Official (Quarter),8844
2016,5,North America,Model S,15560,15968,85179.63,75,427,996.62,Interpolated (Month),4756
2021,9,Middle East,Cybertruck,11865,12433,67654.17,120,717,1276.08,Estimated (Region),14079
2021,12,Europe,Model S,11799,12206,72929.64,82,459,812.36,Official (Quarter),8902
2023,12,Asia,Model Y,10707,12224,104572.6,100,580,931.51,Official (Quarter),8459
2015,1,Asia,Model X,7292,7298,107082.3,120,702,767.85,Estimated (Region),11748
2018,9,Middle East,Model X,10157,10828,111594.02,60,345,525.62,Interpolated (Month),9093
2015,9,Asia,Model 3,8761,8999,90812.91,75,428,562.46,Estimated (Region),13712
2021,12,Asia,Model Y,7131,7266,83363.43,82,482,515.57,Official (Quarter),6099
2016,2,North America,Model S,12174,12987,86037.21,120,681,1243.57,Estimated (Region),10115
2024,9,Asia,Cybertruck,9927,10308,112386.06,82,471,701.34,Interpolated (Month),10190
2017,11,Europe,Cybertruck,5328,5502,62798.64,60,354,282.92,Estimated (Region),6428
2018,10,North America,Model 3,735,800,119701.41,82,468,51.6,Official (Quarter),14048
2025,1,North America,Model Y,6916,7192,92230.41,75,437,453.34,Official (Quarter),10860
2016,1,Middle East,Model Y,7497,8301,113632.28,75,419,471.19,Official (Quarter),5850
2018,7,North America,Cybertruck,16120,16882,77520.3,82,460,1112.28,Interpolated (Month),4163
2025,2,Middle East,Model 3,6578,6925,62147.58,60,341,336.46,Official (Quarter),8010
2015,7,Middle East,Model Y,11159,11759,111404.04,82,467,781.69,Estimated (Region),12799
2021,7,Asia,Model Y,15698,15861,91225.52,100,576,1356.31,Estimated (Region),11906
2016,4,Middle East,Cybertruck,6406,6533,110341.01,100,596,572.7,Interpolated (Month),8844
2017,9,Asia,Model Y,9023,9446,95803.94,120,673,910.87,Official (Quarter),3172
2024,3,Asia,Model X,3163,3193,53494.57,82,455,215.87,Interpolated (Month),3856
2023,6,North America,Model Y,4167,4394,117160.77,82,469,293.15,Interpolated (Month),12061
2017,4,Middle East,Model Y,7609,8283,96271.0,75,415,473.66,Estimated (Region),9533
2015,7,Middle East,Cybertruck,18301,19506,76386.11,75,429,1177.67,Estimated (Region),6616
2015,6,Asia,Model X,7878,8087,56209.18,75,417,492.77,Official (Quarter),8529
2017,3,Asia,Model 3,12354,13672,118680.06,75,433,802.39,Official (Quarter),6114
2015,12,North America,Cybertruck,9618,10530,115241.97,60,333,480.42,Official (Quarter),14246
2018,1,North America,Model Y,15089,15113,107858.58,82,483,1093.2,Official (Quarter),4253
2025,7,Middle East,Model 3,8450,8776,76700.88,100,567,718.67,Official (Quarter),7468
2024,6,North America,Model X,7107,7176,118241.08,100,584,622.57,Interpolated (Month),8009
2020,12,Asia,Model Y,11613,12256,85406.65,75,433,754.26,Estimated (Region),11743
2016,5,Europe,Model S,14875,15004,119640.64,82,453,1010.76,Official (Quarter),11340
2023,6,Middle East,Cybertruck,7500,8072,112147.27,120,701,788.62,Official (Quarter),7735
2020,7,North America,Model Y,9915,10757,103430.64,75,417,620.18,Interpolated (Month),5744
2023,11,Asia,Model S,12065,12297,68562.66,60,355,642.46,Interpolated (Month),6925
2021,1,Middle East,Model Y,13280,14706,96856.98,60,344,685.25,Estimated (Region),10707
2023,8,Europe,Model 3,9420,9572,85455.08,120,665,939.64,Interpolated (Month),14634
2024,11,Middle East,Cybertruck,11790,12054,90612.35,60,349,617.21,Interpolated (Month),11653
2017,12,Asia,Cybertruck,9252,10170,102582.4,60,352,488.51,Interpolated (Month),9934
2018,7,Europe,Model 3,13262,13406,69642.06,60,340,676.36,Interpolated (Month),12389
2015,10,Asia,Model Y,3356,3711,114767.38,100,559,281.4,Interpolated (Month),9815
2021,2,North America,Cybertruck,10720,11921,71819.23,82,463,744.5,Official (Quarter),13054
2017,5,Asia,Model Y,12468,14162,50850.97,100,583,1090.33,Official (Quarter),3622
2018,12,Europe,Model 3,16676,17802,102427.42,60,340,850.48,Interpolated (Month),10616
2017,2,North America,Model Y,10789,10866,75203.53,75,448,725.02,Official (Quarter),9004
2021,10,Europe,Cybertruck,12038,12914,87942.33,75,446,805.34,Official (Quarter),13798
2023,5,Middle East,Model 3,9772,10055,64586.86,82,478,700.65,Official (Quarter),13935
2023,5,North America,Cybertruck,4303,4516,56322.3,60,346,223.33,Official (Quarter),8748
2017,9,Europe,Model S,6206,6964,104461.77,75,441,410.53,Interpolated (Month),5252
2015,1,North America,Model Y,12170,12958,70386.04,120,696,1270.55,Official (Quarter),4673
2025,6,North America,Model 3,8352,8837,108918.42,82,459,575.04,Official (Quarter),11810
2022,4,Middle East,Model S,6662,7064,112321.18,75,426,425.7,Estimated (Region),11841
2016,12,Europe,Model X,8111,8817,59743.77,100,572,695.92,Official (Quarter),10514
2020,8,Europe,Model S,9894,11293,86416.13,82,478,709.4,Official (Quarter),12342
2015,1,Europe,Model S,4350,4736,53251.53,82,475,309.94,Interpolated (Month),5046
2020,3,Europe,Model 3,19103,19643,106347.68,75,448,1283.72,Interpolated (Month),6223
2018,10,Middle East,Cybertruck,8350,9313,115435.69,120,714,894.28,Official (Quarter),12835
2017,4,Europe,Model X,3743,4244,116251.96,82,487,273.43,Estimated (Region),8033
2015,12,Europe,Model Y,16262,17928,81213.19,75,422,1029.38,Official (Quarter),14965
2019,6,North America,Model Y,6143,6913,118210.75,75,449,413.73,Interpolated (Month),3783
2017,4,North America,Model X,2533,2832,67570.1,100,578,219.61,Estimated (Region),7302
2016,1,North America,Model X,9985,10910,99172.55,75,433,648.53,Official (Quarter),3117
2018,9,Middle East,Model Y,9274,10196,91675.65,100,570,792.93,Interpolated (Month),8066
2023,2,Middle East,Model X,2076,2270,108112.81,100,568,176.88,Official (Quarter),8165
2019,11,North America,Model S,12028,12708,68075.88,60,337,608.02,Interpolated (Month),8493
2023,7,Europe,Model S,9870,10098,95257.46,82,458,678.07,Interpolated (Month),12006
2024,2,Asia,Model Y,11792,12800,102953.44,82,455,804.8,Official (Quarter),13060
2025,11,North America,Model 3,10859,12067,84958.32,120,688,1120.65,Interpolated (Month),4320
2023,11,Asia,Model X,15680,17800,114083.11,100,588,1382.98,Official (Quarter),5739
2023,5,Middle East,Model Y,12274,13261,102631.34,75,417,767.74,Estimated (Region),7179
2018,7,North America,Model X,14614,15514,84275.09,75,428,938.22,Estimated (Region),3288
2020,9,Asia,Model Y,8632,8959,78464.56,60,341,441.53,Estimated (Region),12535
2024,4,Asia,Model X,6267,6555,83265.92,60,343,322.44,Interpolated (Month),11502
2023,4,Asia,Model S,9304,9655,75922.41,60,330,460.55,Interpolated (Month),9287
2021,5,Europe,Model 3,14405,15427,93240.88,60,343,741.14,Interpolated (Month),13729
2021,9,Europe,Model S,4751,5071,51549.41,75,436,310.72,Estimated (Region),7967
2025,3,Middle East,Model X,9205,9975,53963.05,82,457,631.0,Estimated (Region),6423
2016,2,Middle East,Model 3,12554,13295,95586.31,60,333,627.07,Interpolated (Month),10894
2017,10,North America,Model 3,7977,8575,98361.88,60,350,418.79,Interpolated (Month),10783
2024,11,Europe,Model S,8163,8373,103356.16,82,491,601.2,Interpolated (Month),12333
2024,5,North America,Model 3,7159,8080,97464.23,60,338,362.96,Estimated (Region),9739
2025,5,Asia,Model Y,10489,10758,89539.44,100,585,920.41,Official (Quarter),5429
2022,5,North America,Cybertruck,10895,11979,76677.04,60,351,573.62,Estimated (Region),7033
2023,8,North America,Model Y,18593,18952,109872.01,75,434,1210.4,Official (Quarter),13669
2016,4,Asia,Cybertruck,2655,2813,81304.18,120,696,277.18,Official (Quarter),9188
2021,2,Europe,Model 3,10739,11406,98267.39,100,567,913.35,Interpolated (Month),6327
2022,5,North America,Model 3,8324,8626,61834.04,100,588,734.18,Interpolated (Month),4556
2020,8,North America,Model Y,12554,14207,86907.86,120,715,1346.42,Interpolated (Month),8805
2020,6,Europe,Model S,1288,1463,104690.35,75,413,79.79,Interpolated (Month),6924
2017,11,Asia,Model 3,10882,11790,109158.46,100,589,961.42,Estimated (Region),5101
2021,6,North America,Model 3,14393,14572,63373.63,120,686,1481.04,Interpolated (Month),10017
2017,7,Asia,Model X,11469,12633,108653.59,100,592,1018.45,Estimated (Region),11980
2016,10,North America,Cybertruck,13801,15648,62973.11,82,454,939.85,Official (Quarter),5874
2021,7,Middle East,Model X,9834,9938,63255.26,120,706,1041.42,Official (Quarter),13097
2017,6,Asia,Cybertruck,7988,8226,111422.9,75,440,527.21,Estimated (Region),3164
2025,11,Middle East,Model S,11127,11803,89813.84,100,589,983.07,Estimated (Region),11365
2020,10,Asia,Model X,7925,8863,52184.95,100,598,710.87,Estimated (Region),9319
2024,11,Europe,Model 3,5924,6117,59568.66,60,346,307.46,Estimated (Region),10264
2017,8,North America,Model X,13433,13844,85546.35,60,342,689.11,Estimated (Region),3217
2023,5,Asia,Model Y,9314,10054,72521.59,82,454,634.28,Interpolated (Month),13747
2021,3,Asia,Model Y,8946,9460,110836.93,82,474,636.06,Interpolated (Month),8274
2022,7,Middle East,Model S,11804,13554,116434.86,82,454,803.85,Official (Quarter),14200
2015,12,Europe,Model X,7199,8250,117821.45,100,587,633.87,Official (Quarter),4561
2024,4,North America,Cybertruck,10275,10781,95744.23,60,338,520.94,Interpolated (Month),9848
2019,11,Europe,Cybertruck,12478,13181,102941.71,60,346,647.61,Official (Quarter),3929
2015,6,Europe,Model Y,3186,3405,118602.28,60,344,164.4,Official (Quarter),6945
2022,11,Middle East,Model X,5929,6452,89948.28,100,574,510.49,Estimated (Region),9599
2015,4,Europe,Model 3,10279,11728,90283.19,120,683,1053.08,Estimated (Region),10719
2020,11,Middle East,Model X,2824,2913,65927.37,120,676,286.35,Official (Quarter),4528
2025,2,Europe,Cybertruck,7305,7758,116669.45,82,484,530.34,Official (Quarter),8772
2015,2,North America,Cybertruck,8629,9849,72624.21,82,472,610.93,Interpolated (Month),11436
2020,2,Middle East,Model S,10184,11135,50703.29,60,335,511.75,Estimated (Region),8895
2025,2,North America,Model S,10862,11148,76032.72,60,330,537.67,Official (Quarter),4644
2015,8,North America,Cybertruck,13321,13388,89892.28,60,352,703.35,Interpolated (Month),13521
2017,3,Middle East,Model 3,15936,17128,50847.22,100,550,1314.72,Estimated (Region),7284
2018,5,Asia,Model 3,14920,15842,115431.09,75,421,942.2,Official (Quarter),4445
2023,1,Middle East,Model 3,2752,2957,82034.23,60,345,142.42,Interpolated (Month),4679
2021,3,Middle East,Model X,13830,14112,63768.2,82,453,939.75,Interpolated (Month),5377
2015,5,Europe,Model S,9360,9439,58317.25,120,667,936.47,Interpolated (Month),10790
2020,3,Asia,Cybertruck,8524,9379,78721.26,82,470,600.94,Estimated (Region),3589
2024,2,Europe,Model Y,9475,9859,119953.46,100,565,803.01,Official (Quarter),13613
2024,1,Europe,Model X,13567,15581,78481.53,75,412,838.44,Interpolated (Month),5037
2023,7,Europe,Model 3,15066,15174,78550.2,75,438,989.84,Estimated (Region),5722
2022,10,North America,Model 3,11332,12634,73716.08,82,458,778.51,Estimated (Region),8056
2017,1,North America,Cybertruck,9893,10008,78528.01,120,684,1015.02,Official (Quarter),3792
2021,11,Asia,Cybertruck,19764,22618,91262.96,60,344,1019.82,Estimated (Region),9880
2024,10,Middle East,Model S,14285,15878,86964.09,100,570,1221.37,Official (Quarter),6225
2025,7,North America,Model X,4649,5037,116982.19,75,445,310.32,Estimated (Region),7854
2018,1,Middle East,Model Y,14636,16424,92828.17,60,341,748.63,Official (Quarter),6064
2024,6,Middle East,Model S,10092,10921,81711.03,75,445,673.64,Official (Quarter),4200
2024,8,Middle East,Model S,8703,9620,92983.05,120,690,900.76,Interpolated (Month),8205
2025,11,North America,Model S,9599,9925,59039.55,60,358,515.47,Official (Quarter),11542
2023,2,Europe,Model S,8847,10049,104884.32,120,697,924.95,Estimated (Region),6780
2022,5,Asia,Cybertruck,11224,12261,80010.76,82,458,771.09,Estimated (Region),14307
2016,7,North America,Model X,12889,14815,75781.67,120,686,1326.28,Estimated (Region),11664
